Class,AREA_sqKM,Pct
Water,0.8050430000750132,0.026922197921139007
Disturbed,2.009098455900035,0.06718814556210725
Forested,6.027251891275132,0.20156298275042278
Sedge-Sphagnum,6.95432854574987,0.2325662225494281
Pine-Sphagnum,14.106851531100014,0.4717604512169029
